timestamp_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,label
2573448,1.0380,0.0335,-0.3066,-36.4624,-3.1833,5.3959,gesture_recognition
2573468,0.7133,0.0498,0.0733,-39.3555,-6.5802,7.5028,gesture_recognition
2573488,1.2475,0.0239,0.7781,-2.9128,-7.4504,-9.9705,gesture_recognition
2573508,0.8891,-0.0481,0.6192,32.8658,-13.8169,-4.6804,gesture_recognition
2573528,0.8618,0.1404,-0.3396,18.8048,-3.3283,-13.7262,gesture_recognition
2573548,1.1696,-0.1238,0.0628,-15.5693,-15.3741,-9.2835,gesture_recognition
2573568,1.1464,-0.0830,0.6824,-17.3326,-2.9466,11.5715,gesture_recognition
2573588,0.8679,0.1458,-0.0449,-0.8975,0.1526,3.0295,gesture_recognition
2573608,1.2680,-0.0066,-0.1201,3.2475,-1.0459,-11.4056,gesture_recognition
2573628,1.0761,-0.0217,0.1177,-11.3326,-3.2062,6.3425,gesture_recognition
2573648,1.0451,0.0701,0.1114,-5.5082,-4.2825,0.5639,gesture_recognition
2573668,1.2302,0.0149,0.2496,3.1712,8.5801,-8.4209,gesture_recognition
2573688,0.7187,0.1382,-0.0852,-2.6685,12.9847,-3.6422,gesture_recognition
2573708,1.2976,-0.0276,0.2124,-2.3403,-3.2443,2.2814,gesture_recognition
2573728,0.7443,0.0371,0.0557,-0.3097,-0.7329,3.4570,gesture_recognition
2573748,1.1230,-0.0168,0.0672,20.2704,-7.7405,-7.0087,gesture_recognition
2573768,1.0031,-0.0305,-0.0405,13.7590,-2.3512,3.5257,gesture_recognition
2573788,0.9631,0.1458,-0.2048,5.7361,11.4732,-11.3369,gesture_recognition
2573808,0.9855,0.0759,-0.0004,-3.5311,12.1908,-3.7491,gesture_recognition
2573828,1.0615,0.0847,0.2383,-3.9891,13.2366,-8.4743,gesture_recognition
2573848,0.8720,0.0198,0.2395,-2.5922,7.6488,1.5791,gesture_recognition
2573868,0.9763,0.0564,0.1282,-0.0120,-0.2825,-0.7109,gesture_recognition
2573888,1.0029,0.0325,0.0467,3.2704,0.9465,-0.1919,gesture_recognition
2573908,1.0031,0.0359,0.0227,9.5910,-0.6871,-1.0621,gesture_recognition
2573928,0.9951,0.0410,0.0240,9.2017,0.9770,-1.3216,gesture_recognition
2573948,0.9999,0.0576,-0.0673,6.6597,2.1755,-0.2911,gesture_recognition
2573968,0.9870,0.0356,0.0105,3.3926,-0.1298,-0.2453,gesture_recognition
2573988,1.0073,0.0371,0.0323,4.0414,-2.2596,-0.4972,gesture_recognition
2574008,0.9968,0.0212,0.0630,7.4842,-0.1680,-0.7033,gesture_recognition
2574028,0.9951,0.0288,0.0242,9.7590,0.6793,-1.3140,gesture_recognition
2574048,1.0075,0.0332,-0.0532,5.9269,4.3129,0.1287,gesture_recognition
2574068,1.0112,-0.0115,0.0149,-0.7677,-0.1985,1.0219,gesture_recognition
2574088,1.0363,0.0056,0.0706,-4.1952,-0.7482,0.9913,gesture_recognition
2574108,1.0766,-0.0159,0.1077,-2.4090,3.8931,4.1898,gesture_recognition
2574128,1.0239,-0.0127,0.1465,-0.1723,8.0839,0.4723,gesture_recognition
2574148,1.0036,-0.0381,0.1817,3.8277,6.5801,2.1898,gesture_recognition
2574168,0.8522,-0.0957,0.2188,17.2781,-19.5726,7.6784,gesture_recognition
2574188,1.1816,-0.0828,0.1104,11.8811,-12.7634,-3.8026,gesture_recognition
2574208,0.9033,0.0252,0.0945,15.0643,-0.1298,7.1898,gesture_recognition
2574228,0.7600,-0.1218,0.3623,23.3162,-13.3130,1.6860,gesture_recognition
2574248,1.2333,0.0120,-0.0664,26.0643,-4.7176,0.6478,gesture_recognition
